building_id,fold,model,h,mae,nmae
Bobcat_education_Angela,fold1,lstm_seq2seq,3,25.527253391393028,0.6067530116065067
Bobcat_education_Angela,fold1,lstm_seq2seq,4,26.849737127988607,0.6381869061065137
Bobcat_education_Angela,fold1,lstm_seq2seq,5,27.81131329158783,0.6610424489339131
Bobcat_education_Angela,fold1,lstm_seq2seq,6,28.493036280428573,0.6772462085087672
Bobcat_education_Angela,fold1,lstm_seq2seq,7,28.99684541405996,0.6892211634488382
Bobcat_education_Angela,fold1,lstm_seq2seq,8,29.370469693317414,0.6981017763832954
Bobcat_education_Angela,fold1,lstm_seq2seq,9,29.678285151051423,0.7054181904579141
Bobcat_education_Angela,fold1,lstm_seq2seq,10,29.931342687405483,0.7114330726678553
Bobcat_education_Angela,fold1,lstm_seq2seq,11,30.125999798965456,0.7160598449593647
Bobcat_education_Angela,fold1,lstm_seq2seq,12,30.302677486453582,0.7202592673305641
Bobcat_education_Angela,fold1,lstm_seq2seq,13,30.468802931582136,0.7242078752199741
Bobcat_education_Angela,fold1,lstm_seq2seq,14,30.610302826981012,0.7275711625411326
Bobcat_education_Angela,fold1,lstm_seq2seq,15,30.73940330096139,0.7306397300907396
Bobcat_education_Angela,fold1,lstm_seq2seq,16,30.84628137312996,0.7331800970925746
Bobcat_education_Angela,fold1,lstm_seq2seq,17,30.92346512052536,0.7350146646608593
Bobcat_education_Angela,fold1,lstm_seq2seq,18,30.995990100860595,0.7367384987749495
Bobcat_education_Angela,fold1,lstm_seq2seq,19,31.055719137363436,0.7381581882426254
Bobcat_education_Angela,fold1,lstm_seq2seq,20,31.094188823163776,0.7390725677630943
Bobcat_education_Angela,fold1,lstm_seq2seq,21,31.11210851669947,0.7394984979582917
Bobcat_education_Angela,fold1,lstm_seq2seq,22,31.125128521493277,0.7398079682721812
Bobcat_education_Angela,fold1,lstm_seq2seq,23,31.123176887959374,0.7397615802214932
Bobcat_education_Angela,fold1,lstm_seq2seq,24,31.107188643190597,0.7393815583086372
Bobcat_education_Angela,fold1,transformer,1,16.769151287602316,0.3985831491478997
Bobcat_education_Angela,fold1,transformer,2,16.91503005174213,0.40205051706696887
Bobcat_education_Angela,fold1,transformer,3,17.08824358742608,0.4061676005939685
Bobcat_education_Angela,fold1,transformer,4,17.29383360358344,0.41105423526426044
Bobcat_education_Angela,fold1,transformer,5,17.357401650390624,0.41256517352506084
Bobcat_education_Angela,fold1,transformer,6,17.563048961260055,0.4174531700237706
Bobcat_education_Angela,fold1,transformer,7,17.714917103335065,0.42106289846412703
Bobcat_education_Angela,fold1,transformer,8,17.74915916824553,0.4218767923715325
Bobcat_education_Angela,fold1,transformer,9,17.764342408529917,0.42223768026758807
Bobcat_education_Angela,fold1,transformer,10,17.85007407555686,0.42427542190634127
Bobcat_education_Angela,fold1,transformer,11,17.807076335599692,0.4232534158247907
Bobcat_education_Angela,fold1,transformer,12,17.81018675094181,0.42332734676625317
Bobcat_education_Angela,fold1,transformer,13,17.806531934634314,0.4232404760493985
Bobcat_education_Angela,fold1,transformer,14,17.798618026171788,0.4230523716842483
Bobcat_education_Angela,fold1,transformer,15,17.81371604494307,0.42341123396442826
Bobcat_education_Angela,fold1,transformer,16,17.776426954165565,0.42252491580937956
Bobcat_education_Angela,fold1,transformer,17,17.802311472712624,0.42314016059665105
Bobcat_education_Angela,fold1,transformer,18,17.77374412466897,0.4224611480842848
